midi_file_path,artist_name,song_title,sentiment,keywords,spotify_metadata,topics,prompt
archive-new\America\I_Need_You.mid,America,I Need You,0.26666666666666666,"['every story told', 'every day', 'winter needs', 'winter needs', 'winter needs', 'hours away', 'flower needs', 'flower needs', 'flower needs', 'need youembed']","{'energy': 0.472, 'acousticness': 0.583, 'danceability': 0.528, 'instrumentalness': 0, 'liveness': 0.129, 'speechiness': 0.0267, 'loudness': -10.428, 'tempo': 134.099, 'time_signature': 3, 'valence': 0.251, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 61}",go time know world night,"America's song 'I Need You' has a positive tone and includes themes like every story told, every day, winter needs and belongs to genres such as album rock, classic rock with a tempo of around 134.099 BPM. The lyrics often reflect topics such as go time know world night"
archive-new\America\Lonely_People.mid,America,Lonely People,0.0,[],"{'energy': 0.473, 'acousticness': 0.261, 'danceability': 0.557, 'instrumentalness': 3.95e-05, 'liveness': 0.0658, 'speechiness': 0.0262, 'loudness': -9.294, 'tempo': 79.368, 'time_signature': 4, 'valence': 0.56, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 65}",love like know say wanna,"America's song 'Lonely People' has a neutral tone and belongs to genres such as album rock, classic rock with a tempo of around 79.368 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\America\Muskrat_Love.mid,America,Muskrat Love,0.20714285714285713,"['looks like muskrat loveyou might also likeembed', 'looks like muskrat love', 'pretty pleasing muskrat susie', 'jango floating like', 'jango floating like', 'cheese sammy says', 'muskrat sam', 'muskrat land', 'muskrat candlelight', 'says yes']","{'energy': 0.278, 'acousticness': 0.898, 'danceability': 0.401, 'instrumentalness': 0.00302, 'liveness': 0.1, 'speechiness': 0.0297, 'loudness': -16.477, 'tempo': 180.56, 'time_signature': 4, 'valence': 0.548, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 0}",walking hero thank suffragette larger,"America's song 'Muskrat Love' has a positive tone and includes themes like looks like muskrat loveyou might also likeembed, looks like muskrat love, pretty pleasing muskrat susie and belongs to genres such as album rock, classic rock with a tempo of around 180.56 BPM. The lyrics often reflect topics such as walking hero thank suffragette larger"
archive-new\America\Sandman.mid,America,Sandman,0.175,"['go stand around', 'years gone', 'sky like', 'sky like', 'sky like', 'sky like', 'sky like', 'instrumental verse', 'foggy outside', 'fire inside']","{'energy': 0.647, 'acousticness': 0.207, 'danceability': 0.395, 'instrumentalness': 3.29e-05, 'liveness': 0.113, 'speechiness': 0.0376, 'loudness': -12.074, 'tempo': 75.824, 'time_signature': 4, 'valence': 0.632, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 53}",go time know world night,"America's song 'Sandman' has a positive tone and includes themes like go stand around, years gone, sky like and belongs to genres such as album rock, classic rock with a tempo of around 75.824 BPM. The lyrics often reflect topics such as go time know world night"
archive-new\America\Sister_Golden_Hair.mid,America,Sister Golden Hair,-0.036845730027548214,"['sister golden hair surprise', 'sister golden hair surprise', 'one poor correspondent', 'one poor correspondent', 'woman sure', 'live without', 'live without', 'damn depressed', 'mind sayin', 'mind sayin']","{'energy': 0.547, 'acousticness': 0.13, 'danceability': 0.441, 'instrumentalness': 0.000143, 'liveness': 0.109, 'speechiness': 0.0337, 'loudness': -12.222, 'tempo': 134.753, 'time_signature': 4, 'valence': 0.716, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 73}",love like know say wanna,"America's song 'Sister Golden Hair' has a negative tone and includes themes like sister golden hair surprise, sister golden hair surprise, one poor correspondent and belongs to genres such as album rock, classic rock with a tempo of around 134.753 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\America\Tin_Man.mid,America,Tin Man,-0.025462962962962955,"['round smoke glass stain bright color image going', 'round smoke glass stain bright color image going', 'soapsuds green like bubbles oh', 'soapsuds green like bubbles', 'instrumental outro ]\u200b 13embed', 'might also like', 'spinning round', 'spinning round', 'waits among', 'tin man']","{'energy': 0.531, 'acousticness': 0.528, 'danceability': 0.646, 'instrumentalness': 0.0133, 'liveness': 0.0836, 'speechiness': 0.0671, 'loudness': -10.785, 'tempo': 172.02, 'time_signature': 4, 'valence': 0.655, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 63}",love like know say wanna,"America's song 'Tin Man' has a negative tone and includes themes like round smoke glass stain bright color image going, round smoke glass stain bright color image going, soapsuds green like bubbles oh and belongs to genres such as album rock, classic rock with a tempo of around 172.02 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\America\Ventura_Highway.1.mid,America,Ventura Highway.1,0.06313131313131314,"['di di di dit ventura highway', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit']","{'energy': 0.846, 'acousticness': 0.265, 'danceability': 0.587, 'instrumentalness': 5.35e-06, 'liveness': 0.978, 'speechiness': 0.0336, 'loudness': -7.634, 'tempo': 133.65, 'time_signature': 4, 'valence': 0.769, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 11}",sex da la che de,"America's song 'Ventura Highway.1' has a positive tone and includes themes like di di di dit ventura highway, di di di dit, di di di dit and belongs to genres such as album rock, classic rock with a tempo of around 133.65 BPM. The lyrics often reflect topics such as sex da la che de"
archive-new\America\Ventura_Highway.mid,America,Ventura Highway,0.06313131313131314,"['di di di dit ventura highway', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit', 'di di di dit']","{'energy': 0.581, 'acousticness': 0.223, 'danceability': 0.673, 'instrumentalness': 0.000206, 'liveness': 0.063, 'speechiness': 0.029, 'loudness': -10.205, 'tempo': 130.771, 'time_signature': 4, 'valence': 0.818, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 74}",sex da la che de,"America's song 'Ventura Highway' has a positive tone and includes themes like di di di dit ventura highway, di di di dit, di di di dit and belongs to genres such as album rock, classic rock with a tempo of around 130.771 BPM. The lyrics often reflect topics such as sex da la che de"
archive-new\America\You_Can_Do_Magic.mid,America,You Can Do Magic,0.21190476190476193,"['know darn well', 'know darn well', 'know darn well', 'magic could happen', 'window pane', 'never believed', 'never believed', 'could never', 'desire magic', 'desire magic']","{'energy': 0.568, 'acousticness': 0.29, 'danceability': 0.859, 'instrumentalness': 0, 'liveness': 0.31, 'speechiness': 0.0387, 'loudness': -12.516, 'tempo': 129.72, 'time_signature': 4, 'valence': 0.936, 'genre': ['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'soft rock'], 'popularity': 66}",love like know say wanna,"America's song 'You Can Do Magic' has a positive tone and includes themes like know darn well, know darn well, know darn well and belongs to genres such as album rock, classic rock with a tempo of around 129.72 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\Amie_Comeaux\Blue.mid,Amie Comeaux,Blue,0.0,[],"{'energy': 0.51, 'acousticness': 0.545, 'danceability': 0.68, 'instrumentalness': 1.38e-06, 'liveness': 0.118, 'speechiness': 0.0238, 'loudness': -9.418, 'tempo': 98.921, 'time_signature': 4, 'valence': 0.429, 'genre': ['country dawn', 'deep contemporary country'], 'popularity': 2}",love like know say wanna,"Amie Comeaux's song 'Blue' has a neutral tone and belongs to genres such as country dawn, deep contemporary country with a tempo of around 98.921 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\Amii_Stewart\Knock_on_Wood.1.mid,Amii Stewart,Knock on Wood.1,0.476530612244898,"['wood baby ooh baby ooh', 'wood baby ooh baby ooh', 'ooh baby ooh', ""spinnin ', baby"", 'get enough feel', 'wood baby ooh', 'surely surely lose', 'like thunder first', 'baby oh', 'baby think']","{'energy': 0.924, 'acousticness': 0.000907, 'danceability': 0.682, 'instrumentalness': 7.8e-05, 'liveness': 0.0655, 'speechiness': 0.0485, 'loudness': -6.525, 'tempo': 140.77, 'time_signature': 4, 'valence': 0.875, 'genre': ['disco', 'hi-nrg'], 'popularity': 5}",love like know say wanna,"Amii Stewart's song 'Knock on Wood.1' has a positive tone and includes themes like wood baby ooh baby ooh, wood baby ooh baby ooh, ooh baby ooh and belongs to genres such as disco, hi-nrg with a tempo of around 140.77 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\Amii_Stewart\Knock_on_Wood.mid,Amii Stewart,Knock on Wood,0.476530612244898,"['wood baby ooh baby ooh', 'wood baby ooh baby ooh', 'ooh baby ooh', ""spinnin ', baby"", 'get enough feel', 'wood baby ooh', 'surely surely lose', 'like thunder first', 'baby oh', 'baby think']","{'energy': 0.805, 'acousticness': 0.0019, 'danceability': 0.689, 'instrumentalness': 8.23e-05, 'liveness': 0.0683, 'speechiness': 0.0429, 'loudness': -11.199, 'tempo': 140.791, 'time_signature': 4, 'valence': 0.914, 'genre': ['disco', 'hi-nrg'], 'popularity': 57}",love like know say wanna,"Amii Stewart's song 'Knock on Wood' has a positive tone and includes themes like wood baby ooh baby ooh, wood baby ooh baby ooh, ooh baby ooh and belongs to genres such as disco, hi-nrg with a tempo of around 140.791 BPM. The lyrics often reflect topics such as love like know say wanna"
archive-new\Amina\Le_Dernier_qui_a_parle.mid,Amina,Le Dernier qui a parle,0.0,[],"{'energy': 0.422, 'acousticness': 0.64, 'danceability': 0.528, 'instrumentalness': 4.51e-05, 'liveness': 0.134, 'speechiness': 0.0411, 'loudness': -12.012, 'tempo': 91.091, 'time_signature': 4, 'valence': 0.338, 'genre': [], 'popularity': 28}",love like know say wanna,Amina's song 'Le Dernier qui a parle' has a neutral tone with a tempo of around 91.091 BPM. The lyrics often reflect topics such as love like know say wanna
"archive-new\Amos,_Tori\1000_Oceans.mid","Amos, Tori",1000 Oceans,0.21875,"['li -, little blue ball', 'still remember playing', 'might also like', 'solar field', 'solar field', 'silbury hill', 'silbury hill', 'fade away', 'would keep', 'would keep']","{'energy': 0.242, 'acousticness': 0.751, 'danceability': 0.538, 'instrumentalness': 0.00025, 'liveness': 0.102, 'speechiness': 0.0296, 'loudness': -12.918, 'tempo': 136.009, 'time_signature': 4, 'valence': 0.2, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 0}",go time know world night,"Amos, Tori's song '1000 Oceans' has a positive tone and includes themes like li -, little blue ball, still remember playing, might also like and belongs to genres such as dark pop, ectofolk with a tempo of around 136.009 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Bliss.mid","Amos, Tori",Bliss,0.21434450323339208,"['4 horse engine', 'supernova juice', 'still free', 'power drive', 'hot kachina', 'comes right', 'comes right', 'comes right', 'comes right', 'another kind1embed']","{'energy': 0.751, 'acousticness': 0.25, 'danceability': 0.619, 'instrumentalness': 0.0053, 'liveness': 0.521, 'speechiness': 0.0383, 'loudness': -9.936, 'tempo': 115.028, 'time_signature': 4, 'valence': 0.497, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 32}",love like know say wanna,"Amos, Tori's song 'Bliss' has a positive tone and includes themes like 4 horse engine, supernova juice, still free and belongs to genres such as dark pop, ectofolk with a tempo of around 115.028 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\China.mid","Amos, Tori",China,0.288011988011988,"['great wall around', 'great wall around', 'great wall around', 'future together oh', 'future together oh', 'new york maybe', 'breathe china decorates', 'distance getting close1embed', 'distance getting close', 'new york']","{'energy': 0.33, 'acousticness': 0.904, 'danceability': 0.268, 'instrumentalness': 1.03e-05, 'liveness': 0.0827, 'speechiness': 0.0298, 'loudness': -12.135, 'tempo': 95.567, 'time_signature': 4, 'valence': 0.236, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 35}",love like know say wanna,"Amos, Tori's song 'China' has a positive tone and includes themes like great wall around, great wall around, great wall around and belongs to genres such as dark pop, ectofolk with a tempo of around 95.567 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\Concertina.mid","Amos, Tori",Concertina,0.1571428571428572,"['likes hanging chinese paper cuts', 'glass world particle', '40th drink concertina', '40th drink concertina', 'concertina try infrared', 'try infrared', 'try infrared', 'slowly changes', 'sauce without', 'quake happened']","{'energy': 0.594, 'acousticness': 0.417, 'danceability': 0.201, 'instrumentalness': 0.00268, 'liveness': 0.338, 'speechiness': 0.0329, 'loudness': -8.603, 'tempo': 69.447, 'time_signature': 4, 'valence': 0.466, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 27}",go time know world night,"Amos, Tori's song 'Concertina' has a positive tone and includes themes like likes hanging chinese paper cuts, glass world particle, 40th drink concertina and belongs to genres such as dark pop, ectofolk with a tempo of around 69.447 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Cornflake_Girl.1.mid","Amos, Tori",Cornflake Girl.1,0.24940476190476193,"['string bean love', 'cornflake girl thought', 'cornflake girl thought', 'side giving us', 'good solution hanging', 'good solution', 'oh yeah rabbit', 'oh yes', 'oh yes', 'oh honey']","{'energy': 0.536, 'acousticness': 0.585, 'danceability': 0.458, 'instrumentalness': 0.0232, 'liveness': 0.944, 'speechiness': 0.0463, 'loudness': -12.314, 'tempo': 133.472, 'time_signature': 4, 'valence': 0.552, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 5}",go time know world night,"Amos, Tori's song 'Cornflake Girl.1' has a positive tone and includes themes like string bean love, cornflake girl thought, cornflake girl thought and belongs to genres such as dark pop, ectofolk with a tempo of around 133.472 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Cornflake_Girl.2.mid","Amos, Tori",Cornflake Girl.2,0.24940476190476193,"['string bean love', 'cornflake girl thought', 'cornflake girl thought', 'side giving us', 'good solution hanging', 'good solution', 'oh yeah rabbit', 'oh yes', 'oh yes', 'oh honey']","{'energy': 0.684, 'acousticness': 0.518, 'danceability': 0.621, 'instrumentalness': 0.00761, 'liveness': 0.366, 'speechiness': 0.0289, 'loudness': -7.949, 'tempo': 133.803, 'time_signature': 4, 'valence': 0.847, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 38}",go time know world night,"Amos, Tori's song 'Cornflake Girl.2' has a positive tone and includes themes like string bean love, cornflake girl thought, cornflake girl thought and belongs to genres such as dark pop, ectofolk with a tempo of around 133.803 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Cornflake_Girl.3.mid","Amos, Tori",Cornflake Girl.3,0.24940476190476193,"['string bean love', 'cornflake girl thought', 'cornflake girl thought', 'side giving us', 'good solution hanging', 'good solution', 'oh yeah rabbit', 'oh yes', 'oh yes', 'oh honey']","{'energy': 0.499, 'acousticness': 0.543, 'danceability': 0.55, 'instrumentalness': 0.0324, 'liveness': 0.925, 'speechiness': 0.0347, 'loudness': -11.297, 'tempo': 133.453, 'time_signature': 4, 'valence': 0.457, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 8}",go time know world night,"Amos, Tori's song 'Cornflake Girl.3' has a positive tone and includes themes like string bean love, cornflake girl thought, cornflake girl thought and belongs to genres such as dark pop, ectofolk with a tempo of around 133.453 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Cornflake_Girl.mid","Amos, Tori",Cornflake Girl,0.24940476190476193,"['string bean love', 'cornflake girl thought', 'cornflake girl thought', 'side giving us', 'good solution hanging', 'good solution', 'oh yeah rabbit', 'oh yes', 'oh yes', 'oh honey']","{'energy': 0.638, 'acousticness': 0.4, 'danceability': 0.631, 'instrumentalness': 0.000516, 'liveness': 0.216, 'speechiness': 0.0274, 'loudness': -8.958, 'tempo': 133.739, 'time_signature': 4, 'valence': 0.812, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 62}",go time know world night,"Amos, Tori's song 'Cornflake Girl' has a positive tone and includes themes like string bean love, cornflake girl thought, cornflake girl thought and belongs to genres such as dark pop, ectofolk with a tempo of around 133.739 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Crucify.mid","Amos, Tori",Crucify,-0.17716836734693878,"['oh oh oh looking', 'oh oh oh chains', 'oh oh oh chains', 'oh oh oh chains', 'oh oh oh', 'never going back', 'never going back', 'empty cage girl', 'drive another nail', 'drive another nail']","{'energy': 0.594, 'acousticness': 0.283, 'danceability': 0.506, 'instrumentalness': 4.33e-05, 'liveness': 0.129, 'speechiness': 0.111, 'loudness': -9.733, 'tempo': 82.761, 'time_signature': 4, 'valence': 0.468, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 50}",little one day fire every,"Amos, Tori's song 'Crucify' has a negative tone and includes themes like oh oh oh looking, oh oh oh chains, oh oh oh chains and belongs to genres such as dark pop, ectofolk with a tempo of around 82.761 BPM. The lyrics often reflect topics such as little one day fire every"
"archive-new\Amos,_Tori\Daisy_Dead_Petals.mid","Amos, Tori",Daisy Dead Petals,-0.15289256198347104,"['dime hearing mother cry maybe', 'corner daisy dead petals', 'phone booth phase', 'feeling could go', 'daisy dead petals', 'dirty dishes falling', 'well stay might', 'strange places got', 'strange places', 'dead petals']","{'energy': 0.169, 'acousticness': 0.941, 'danceability': 0.416, 'instrumentalness': 4.56e-05, 'liveness': 0.105, 'speechiness': 0.041, 'loudness': -12.322, 'tempo': 82.275, 'time_signature': 4, 'valence': 0.455, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 16}",love like know say wanna,"Amos, Tori's song 'Daisy Dead Petals' has a negative tone and includes themes like dime hearing mother cry maybe, corner daisy dead petals, phone booth phase and belongs to genres such as dark pop, ectofolk with a tempo of around 82.275 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\Flying_Dutchman.mid","Amos, Tori",Flying Dutchman,0.14595238095238097,"['noon till night straight suits', 'heart falling fast', 'comic book tattoo', 'little world tie', 'sight flying dutchman', 'sight flying dutchman', 'sight flying dutchman', 'flying dutchman take', 'little world', 'flying dutchman']","{'energy': 0.354, 'acousticness': 0.906, 'danceability': 0.324, 'instrumentalness': 4.59e-05, 'liveness': 0.0815, 'speechiness': 0.0313, 'loudness': -9.495, 'tempo': 126.362, 'time_signature': 4, 'valence': 0.228, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 22}",go time know world night,"Amos, Tori's song 'Flying Dutchman' has a positive tone and includes themes like noon till night straight suits, heart falling fast, comic book tattoo and belongs to genres such as dark pop, ectofolk with a tempo of around 126.362 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Here_in_My_Head.mid","Amos, Tori",Here in My Head,0.09326923076923078,"['spring brings fresh little puddles', 'apple green ice cream', 'back yard like', 'back yard like', 'maybe thomas jefferson', 'thomas jefferson', 'come back', 'running around', 'running around', 'ever wanted']","{'energy': 0.14, 'acousticness': 0.954, 'danceability': 0.343, 'instrumentalness': 0, 'liveness': 0.14, 'speechiness': 0.0404, 'loudness': -16.264, 'tempo': 88.039, 'time_signature': 4, 'valence': 0.273, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 23}",go time know world night,"Amos, Tori's song 'Here in My Head' has a positive tone and includes themes like spring brings fresh little puddles, apple green ice cream, back yard like and belongs to genres such as dark pop, ectofolk with a tempo of around 88.039 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Humpty_Dumpty.mid","Amos, Tori",Humpty Dumpty,0.4,"['great big fall', 'put humpty together', 'put humpty together', 'humpty dumpty sat', 'humpty dumpty sat', 'betty louise stole', 'wall humpty dumpty', 'humpty dumpty', 'betty louise', 'betty louise']","{'energy': 0.331, 'acousticness': 0.927, 'danceability': 0.504, 'instrumentalness': 0, 'liveness': 0.063, 'speechiness': 0.0313, 'loudness': -10.74, 'tempo': 113.205, 'time_signature': 4, 'valence': 0.611, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 19}",take work share guy hurry,"Amos, Tori's song 'Humpty Dumpty' has a positive tone and includes themes like great big fall, put humpty together, put humpty together and belongs to genres such as dark pop, ectofolk with a tempo of around 113.205 BPM. The lyrics often reflect topics such as take work share guy hurry"
"archive-new\Amos,_Tori\Jackies_Strength.mid","Amos, Tori",Jackies Strength,0.26799999999999996,"['lunch boxes worshipping david cassidy yeah', 'virgins always get backstage', 'wedding day shots rang', 'recovery sleepovers beene ’', 'police came mama laid', 'wedding day typical', 'bridesmaids getting laid', 'day would come', '21 never thought', 'camelot mama ’']","{'energy': 0.402, 'acousticness': 0.476, 'danceability': 0.41, 'instrumentalness': 8.92e-06, 'liveness': 0.133, 'speechiness': 0.0292, 'loudness': -7.773, 'tempo': 119.659, 'time_signature': 4, 'valence': 0.406, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 34}",love like know say wanna,"Amos, Tori's song 'Jackies Strength' has a positive tone and includes themes like lunch boxes worshipping david cassidy yeah, virgins always get backstage, wedding day shots rang and belongs to genres such as dark pop, ectofolk with a tempo of around 119.659 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\Josephine.mid","Amos, Tori",Josephine,-0.0818181818181818,"['josephineyou might also like1embed', 'moscow burning empty like', 'victory 1200 spires', 'strength therein lies', 'laughing even still', 'tuileries like', 'vienna seems', 'last extremity', 'use impossible', 'use impossible']","{'energy': 0.288, 'acousticness': 0.75, 'danceability': 0.617, 'instrumentalness': 0.000626, 'liveness': 0.15, 'speechiness': 0.0307, 'loudness': -14.807, 'tempo': 125.948, 'time_signature': 4, 'valence': 0.483, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 26}",love like know say wanna,"Amos, Tori's song 'Josephine' has a negative tone and includes themes like josephineyou might also like1embed, moscow burning empty like, victory 1200 spires and belongs to genres such as dark pop, ectofolk with a tempo of around 125.948 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\Northern_Lad.mid","Amos, Tori",Northern Lad,0.032812500000000015,"['change like sugarcane ,"" says', 'knees could bend', 'moved like', 'could see', 'could see', 'could see', 'could see', 'show much', 'secret places', 'pianos try']","{'energy': 0.505, 'acousticness': 0.178, 'danceability': 0.49, 'instrumentalness': 2.49e-05, 'liveness': 0.211, 'speechiness': 0.0287, 'loudness': -5.925, 'tempo': 119.854, 'time_signature': 4, 'valence': 0.203, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 35}",go time know world night,"Amos, Tori's song 'Northern Lad' has a positive tone and includes themes like change like sugarcane ,"" says, knees could bend, moved like and belongs to genres such as dark pop, ectofolk with a tempo of around 119.854 BPM. The lyrics often reflect topics such as go time know world night"
"archive-new\Amos,_Tori\Ode_to_the_Banana_King.mid","Amos, Tori",Ode to the Banana King,0.18125,"['four red trucks dressed illegally mother knows', 'gonna get caught gonna get caught', 'bugle blows gonna get caught', 'turning back ten thousand years', 'willing friend lucy serves', 'taxis go monster man', 'paper float dreams made', 'melon cold boats made', 'delicious souls oh', 'delicious souls vi']","{'energy': 0.244, 'acousticness': 0.852, 'danceability': 0.524, 'instrumentalness': 4.8e-06, 'liveness': 0.107, 'speechiness': 0.0267, 'loudness': -13.171, 'tempo': 101.748, 'time_signature': 4, 'valence': 0.528, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 23}",get got call face back,"Amos, Tori's song 'Ode to the Banana King' has a positive tone and includes themes like four red trucks dressed illegally mother knows, gonna get caught gonna get caught, bugle blows gonna get caught and belongs to genres such as dark pop, ectofolk with a tempo of around 101.748 BPM. The lyrics often reflect topics such as get got call face back"
"archive-new\Amos,_Tori\Playboy_Mommy.mid","Amos, Tori",Playboy Mommy,0.0704106280193237,"['died played gloria talking', 'floor fell face', 'playboy mommy', 'playboy mommy', 'playboy mommy', 'playboy mommy', 'playboy mommy', 'playboy mommy', 'orchids grow', 'little girl']","{'energy': 0.635, 'acousticness': 0.757, 'danceability': 0.617, 'instrumentalness': 1.64e-06, 'liveness': 0.187, 'speechiness': 0.0278, 'loudness': -5.473, 'tempo': 102.854, 'time_signature': 4, 'valence': 0.379, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 31}",love like know say wanna,"Amos, Tori's song 'Playboy Mommy' has a positive tone and includes themes like died played gloria talking, floor fell face, playboy mommy and belongs to genres such as dark pop, ectofolk with a tempo of around 102.854 BPM. The lyrics often reflect topics such as love like know say wanna"
"archive-new\Amos,_Tori\Raspberry_Swirl.mid","Amos, Tori",Raspberry Swirl,-0.3723076923076923,"['go raspberry swirl things', 'raspberry swirl things', 'man raspberry swirl', 'go raspberry swirl', 'raspberry swirl hey', 'raspberry swirl', 'raspberry swirl', 'raspberry swirl', 'man things', 'man things']","{'energy': 0.934, 'acousticness': 0.000345, 'danceability': 0.54, 'instrumentalness': 0.0025, 'liveness': 0.101, 'speechiness': 0.0595, 'loudness': -4.271, 'tempo': 128.984, 'time_signature': 4, 'valence': 0.789, 'genre': ['dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter'], 'popularity': 39}",go time know world night,"Amos, Tori's song 'Raspberry Swirl' has a negative tone and includes themes like go raspberry swirl things, raspberry swirl things, man raspberry swirl and belongs to genres such as dark pop, ectofolk with a tempo of around 128.984 BPM. The lyrics often reflect topics such as go time know world night"
